     count ,    time(s) ,      dt(s) ,       type ,    meas_px ,     est_px ,      gt_px ,    RMSE_px ,    meas_py ,     est_py ,      gt_py ,    RMSE_py ,     est_vx ,      gt_vx ,    RMSE_vx ,     est_vy ,      gt_vy ,    RMSE_vy ,        NIS ,               
       435 ,      21.75 ,       0.05 ,      Radar ,    -22.418 ,   -22.6188 ,   -22.6117 ,  0.0670811 ,    6.76159 ,    7.15314 ,    7.24273 ,   0.079768 ,    3.95315 ,    3.88106 ,   0.399558 ,    2.89958 ,    3.14038 ,    0.21936 ,    1.42911 ,               
       436 ,       21.8 ,       0.05 ,      Lidar ,   -22.5083 ,   -22.4328 ,   -22.4161 ,  0.0670091 ,    7.31524 ,    7.29921 ,    7.39782 ,  0.0798162 ,    4.00318 ,    3.94647 ,    0.39911 ,    2.81605 ,    3.06598 ,   0.219435 ,   0.311679 ,               
       437 ,      21.85 ,       0.05 ,      Radar ,   -22.0543 ,   -22.2055 ,   -22.2173 ,  0.0669349 ,    7.85452 ,     7.4266 ,    7.54917 ,  0.0799399 ,    4.15367 ,    4.00974 ,   0.398713 ,    2.66131 ,    2.99118 ,    0.21975 ,    2.49401 ,               
       438 ,       21.9 ,       0.05 ,      Lidar ,   -22.1947 ,   -22.0243 ,   -22.0154 ,    0.06686 ,    7.69478 ,    7.58811 ,    7.69679 ,  0.0800171 ,     4.1847 ,    4.07087 ,   0.398296 ,    2.62081 ,    2.91607 ,   0.219951 ,    2.15481 ,               
       439 ,      21.95 ,       0.05 ,      Radar ,   -21.6178 ,   -21.8402 ,   -21.8105 ,   0.066799 ,     9.0351 ,    7.75413 ,    7.84064 ,  0.0800324 ,    4.16832 ,    4.12989 ,   0.397848 ,    2.61977 ,    2.84074 ,   0.219954 ,    5.94012 ,               
       440 ,         22 ,       0.05 ,      Lidar ,   -21.6473 ,    -21.632 ,   -21.6026 ,  0.0667379 ,       7.94 ,    7.89687 ,    7.98072 ,  0.0800413 ,    4.22528 ,    4.18681 ,     0.3974 ,    2.54978 ,    2.76526 ,   0.219944 ,   0.121174 ,               
       441 ,      22.05 ,       0.05 ,      Radar ,   -21.8637 ,   -21.4414 ,    -21.392 ,  0.0667036 ,    7.78661 ,     8.0307 ,    8.11703 ,  0.0800561 ,    4.23341 ,    4.24166 ,   0.396951 ,    2.48951 ,    2.68971 ,   0.219901 ,    1.76014 ,               
       442 ,       22.1 ,       0.05 ,      Lidar ,   -21.0853 ,   -21.2132 ,   -21.1787 ,  0.0666485 ,    7.83229 ,    8.07463 ,    8.24957 ,  0.0803965 ,    4.30051 ,    4.29447 ,   0.396503 ,     2.2556 ,    2.61417 ,   0.220312 ,    4.26774 ,               
       443 ,      22.15 ,       0.05 ,      Radar ,   -20.5503 ,   -21.0215 ,   -20.9628 ,  0.0666315 ,    9.28616 ,    8.22544 ,    8.37833 ,   0.080633 ,    4.25708 ,    4.34526 ,   0.396078 ,    2.27575 ,    2.53871 ,   0.220418 ,    6.88301 ,               
       444 ,       22.2 ,       0.05 ,      Lidar ,   -21.0519 ,   -20.8413 ,   -20.7444 ,  0.0667147 ,    8.50983 ,    8.37547 ,    8.50333 ,  0.0807701 ,    4.26063 ,    4.39406 ,   0.395683 ,    2.26562 ,    2.46341 ,   0.220369 ,    3.31885 ,               
       445 ,      22.25 ,       0.05 ,      Radar ,   -19.9265 ,   -20.6023 ,   -20.5237 ,  0.0667437 ,    9.40847 ,    8.48672 ,    8.62457 ,  0.0809431 ,    4.36168 ,     4.4409 ,   0.395257 ,    2.15721 ,    2.38835 ,   0.220394 ,    4.12538 ,               
       446 ,       22.3 ,       0.05 ,      Lidar ,     -20.21 ,   -20.3541 ,   -20.3006 ,   0.066717 ,    8.68914 ,    8.62122 ,    8.74206 ,  0.0810543 ,    4.44514 ,    4.48582 ,    0.39482 ,    2.10958 ,    2.31358 ,   0.220359 ,    1.40232 ,               
       447 ,      22.35 ,       0.05 ,      Radar ,   -20.2277 ,   -20.1558 ,   -20.0753 ,  0.0667508 ,     8.8532 ,    8.74975 ,    8.85583 ,  0.0811188 ,    4.40748 ,    4.52884 ,    0.39442 ,    2.10661 ,    2.23919 ,   0.220202 ,    2.33599 ,               
       448 ,       22.4 ,       0.05 ,      Lidar ,   -20.0633 ,   -19.9542 ,    -19.848 ,  0.0668647 ,    8.86724 ,    8.85325 ,    8.96589 ,  0.0812026 ,    4.41983 ,    4.57001 ,   0.394045 ,    2.03101 ,    2.16524 ,   0.220048 ,   0.632022 ,               
       449 ,      22.45 ,       0.05 ,      Radar ,   -19.9264 ,   -19.7551 ,   -19.6186 ,  0.0670994 ,    8.78179 ,    8.97159 ,    9.07227 ,  0.0812511 ,    4.38495 ,    4.60937 ,   0.393749 ,    2.02074 ,    2.09179 ,   0.219829 ,    1.98621 ,               
       450 ,       22.5 ,       0.05 ,      Lidar ,   -19.4861 ,   -19.5305 ,   -19.3873 ,  0.0673632 ,    8.96665 ,    9.04578 ,    9.17499 ,  0.0813887 ,    4.42286 ,    4.64694 ,   0.393453 ,    1.90161 ,    2.01891 ,   0.219654 ,   0.463229 ,               
       451 ,      22.55 ,       0.05 ,      Radar ,   -18.5719 ,   -19.2929 ,   -19.1542 ,  0.0676045 ,    10.2069 ,    9.15199 ,    9.27409 ,  0.0815012 ,    4.48223 ,    4.68278 ,   0.393131 ,    1.84036 ,    1.94666 ,   0.219468 ,    4.34638 ,               
       452 ,       22.6 ,       0.05 ,      Lidar ,   -18.6786 ,   -19.0086 ,   -18.9193 ,  0.0676601 ,    9.19191 ,    9.24124 ,    9.36959 ,  0.0816342 ,     4.5905 ,    4.71692 ,   0.392742 ,     1.7458 ,     1.8751 ,    0.21931 ,    5.82387 ,               
       453 ,      22.65 ,       0.05 ,      Radar ,   -19.2825 ,   -18.7922 ,   -18.6827 ,  0.0677805 ,    8.98189 ,    9.32538 ,    9.46154 ,  0.0817943 ,    4.60247 ,     4.7494 ,    0.39237 ,    1.66663 ,    1.80429 ,   0.219163 ,    1.67828 ,               
       454 ,       22.7 ,       0.05 ,      Lidar ,   -18.4242 ,   -18.5378 ,   -18.4446 ,  0.0678469 ,    9.46852 ,     9.4268 ,    9.54996 ,  0.0819081 ,    4.66356 ,    4.78028 ,   0.391976 ,    1.61643 ,    1.73429 ,   0.218992 ,   0.808261 ,               
       455 ,      22.75 ,       0.05 ,      Radar ,   -18.1634 ,   -18.2744 ,   -18.2049 ,  0.0678505 ,    8.72444 ,    9.46002 ,    9.63492 ,  0.0822272 ,    4.76751 ,    4.80959 ,   0.391551 ,    1.40261 ,    1.66514 ,   0.219097 ,    5.52521 ,               
       456 ,       22.8 ,       0.05 ,      Lidar ,   -17.7736 ,    -17.987 ,   -17.9639 ,  0.0677849 ,    9.72478 ,    9.58673 ,    9.71643 ,   0.082361 ,    4.86511 ,    4.83737 ,   0.391125 ,    1.40585 ,    1.59691 ,    0.21904 ,    3.69232 ,               
       457 ,      22.85 ,       0.05 ,      Radar ,   -17.2296 ,   -17.7432 ,   -17.7214 ,  0.0677185 ,    9.97767 ,    9.67475 ,    9.79457 ,  0.0824613 ,    4.86017 ,    4.86368 ,   0.390698 ,    1.38371 ,    1.52964 ,   0.218907 ,    2.97062 ,               
       458 ,       22.9 ,       0.05 ,      Lidar ,   -17.3436 ,   -17.4696 ,   -17.4777 ,  0.0676457 ,    9.88109 ,    9.78291 ,    9.86936 ,  0.0824702 ,    4.92713 ,    4.88856 ,   0.390276 ,    1.36969 ,    1.46338 ,   0.218712 ,    1.48292 ,               
       459 ,      22.95 ,       0.05 ,      Radar ,   -17.1554 ,   -17.2235 ,   -17.2328 ,  0.0675736 ,     10.212 ,    9.85774 ,    9.94087 ,  0.0824716 ,    4.95115 ,    4.91205 ,   0.389856 ,    1.30134 ,    1.39818 ,   0.218521 ,   0.498987 ,               
       460 ,         23 ,       0.05 ,      Lidar ,   -16.8876 ,   -16.9526 ,   -16.9868 ,   0.067519 ,     10.145 ,    9.98096 ,    10.0091 ,  0.0823926 ,     5.0082 ,    4.93421 ,   0.389448 ,    1.32902 ,    1.33408 ,   0.218284 ,    1.88914 ,               
       461 ,      23.05 ,       0.05 ,      Radar ,   -16.5958 ,   -16.6994 ,   -16.7396 ,  0.0674718 ,    10.1078 ,    10.0464 ,    10.0743 ,  0.0823135 ,    5.03091 ,    4.95507 ,   0.389042 ,    1.25245 ,    1.27113 ,   0.218049 ,  0.0718833 ,               
       462 ,       23.1 ,       0.05 ,      Lidar ,   -16.5153 ,   -16.4504 ,   -16.4915 ,  0.0674259 ,    10.3091 ,    10.1552 ,    10.1362 ,  0.0822293 ,    5.05131 ,    4.97469 ,   0.388638 ,    1.26602 ,    1.20937 ,   0.217829 ,     1.5768 ,               
       463 ,      23.15 ,       0.05 ,      Radar ,     -16.09 ,   -16.1952 ,   -16.2424 ,  0.0673887 ,    10.5824 ,    10.2221 ,    10.1952 ,  0.0821502 ,    5.07931 ,    4.99311 ,    0.38824 ,    1.19409 ,    1.14883 ,   0.217605 ,   0.571726 ,               
       464 ,       23.2 ,       0.05 ,      Lidar ,    -16.006 ,   -15.9558 ,   -15.9924 ,  0.0673376 ,    10.1843 ,    10.2533 ,    10.2511 ,  0.0820619 ,    5.07411 ,    5.01039 ,   0.387833 ,    1.06984 ,    1.08956 ,   0.217372 ,   0.438081 ,               
       465 ,      23.25 ,       0.05 ,      Radar ,   -15.7234 ,   -15.7085 ,   -15.7416 ,  0.0672827 ,      10.41 ,    10.3179 ,    10.3041 ,  0.0819763 ,    5.06955 ,    5.02655 ,   0.387422 ,    1.03326 ,    1.03159 ,   0.217139 ,   0.330276 ,               
       466 ,       23.3 ,       0.05 ,      Lidar ,   -15.5699 ,   -15.4819 ,   -15.4899 ,  0.0672117 ,    10.1904 ,    10.3187 ,    10.3543 ,   0.081905 ,    5.04135 ,    5.04166 ,   0.387007 ,   0.870911 ,   0.974957 ,    0.21696 ,    1.46137 ,               
       467 ,      23.35 ,       0.05 ,      Radar ,   -14.2385 ,   -15.1897 ,   -15.2376 ,  0.0671763 ,    10.9109 ,    10.3418 ,    10.4016 ,  0.0818641 ,    5.13878 ,    5.05576 ,   0.386613 ,   0.707017 ,   0.919692 ,   0.216951 ,    7.93901 ,               
       468 ,       23.4 ,       0.05 ,      Lidar ,   -14.9365 ,   -14.9288 ,   -14.9846 ,   0.067154 ,    10.4722 ,    10.3988 ,    10.4462 ,  0.0818062 ,    5.16033 ,    5.06889 ,   0.386223 ,   0.663601 ,   0.865828 ,    0.21692 ,   0.318216 ,               
       469 ,      23.45 ,       0.05 ,      Radar ,    -14.724 ,   -14.6833 ,   -14.7309 ,  0.0671184 ,    9.63507 ,    10.4348 ,    10.4882 ,  0.0817562 ,    5.11202 ,     5.0811 ,   0.385815 ,    0.64257 ,   0.813394 ,   0.216833 ,    6.44071 ,               
       470 ,       23.5 ,       0.05 ,      Lidar ,   -14.4088 ,   -14.4361 ,   -14.4766 ,  0.0670731 ,     10.222 ,    10.4065 ,    10.5276 ,  0.0818597 ,    5.09665 ,    5.09243 ,   0.385405 ,   0.456433 ,   0.762418 ,   0.217061 ,    2.01619 ,               
       471 ,      23.55 ,       0.05 ,      Radar ,   -13.9005 ,   -14.1756 ,   -14.2218 ,  0.0670357 ,    10.5238 ,    10.4322 ,    10.5645 ,  0.0819993 ,    5.10547 ,    5.10293 ,   0.384997 ,   0.390119 ,   0.712926 ,   0.217339 ,    0.58792 ,               
       472 ,       23.6 ,       0.05 ,      Lidar ,   -13.8049 ,   -13.8761 ,   -13.9665 ,  0.0670936 ,    10.9383 ,    10.5743 ,    10.5989 ,  0.0819204 ,    5.19516 ,    5.11263 ,   0.384608 ,   0.541179 ,   0.664944 ,   0.217184 ,    8.27198 ,               
       473 ,      23.65 ,       0.05 ,      Radar ,   -13.3956 ,   -13.6219 ,   -13.7107 ,  0.0671468 ,    10.7857 ,    10.6336 ,     10.631 ,   0.081834 ,    5.16478 ,    5.12159 ,   0.384207 ,   0.585661 ,   0.618496 ,    0.21696 ,    2.50004 ,               
       474 ,       23.7 ,       0.05 ,      Lidar ,   -13.3556 ,   -13.3679 ,   -13.4545 ,  0.0671938 ,    10.5517 ,    10.6355 ,    10.6608 ,  0.0817561 ,    5.16152 ,    5.12983 ,   0.383805 ,   0.475045 ,   0.573603 ,   0.216779 ,   0.413076 ,               
       475 ,      23.75 ,       0.05 ,      Radar ,   -12.9374 ,   -13.1055 ,   -13.1979 ,  0.0672567 ,    10.8137 ,    10.6618 ,    10.6884 ,  0.0816793 ,    5.17336 ,    5.13741 ,   0.383406 ,   0.419064 ,   0.530288 ,   0.216611 ,    0.21389 ,               
       476 ,       23.8 ,       0.05 ,      Lidar ,   -12.9591 ,   -12.8498 ,   -12.9409 ,  0.0673157 ,    11.0099 ,    10.7534 ,    10.7138 ,  0.0816137 ,    5.18743 ,    5.14436 ,   0.383009 ,   0.492916 ,    0.48857 ,   0.216384 ,    4.29081 ,               
       477 ,      23.85 ,       0.05 ,      Radar ,   -12.2518 ,   -12.5864 ,   -12.6836 ,  0.0673922 ,    11.2495 ,    10.8037 ,    10.7373 ,   0.081585 ,    5.18884 ,    5.15071 ,   0.382612 ,   0.507872 ,   0.448467 ,   0.216174 ,    1.65404 ,               
       478 ,       23.9 ,       0.05 ,      Lidar ,   -12.3713 ,   -12.3462 ,    -12.426 ,  0.0674206 ,    10.6091 ,    10.7746 ,    10.7587 ,   0.081503 ,    5.15932 ,    5.15651 ,   0.382212 ,   0.355895 ,   0.409997 ,   0.215963 ,     1.6577 ,               
       479 ,      23.95 ,       0.05 ,      Radar ,   -11.9352 ,   -12.0895 ,   -12.1681 ,  0.0674459 ,    10.9161 ,     10.812 ,    10.7783 ,  0.0814326 ,     5.1466 ,    5.16179 ,   0.381814 ,   0.368318 ,   0.373177 ,   0.215738 ,    0.88062 ,               
       480 ,         24 ,       0.05 ,      Lidar ,   -11.9451 ,   -11.8411 ,     -11.91 ,  0.0674489 ,    11.0515 ,    10.8744 ,    10.7961 ,  0.0814262 ,    5.14652 ,    5.16658 ,   0.381418 ,   0.401981 ,   0.338022 ,   0.215533 ,    2.27166 ,               
       481 ,      24.05 ,       0.05 ,      Radar ,   -10.9703 ,    -11.566 ,   -11.6516 ,  0.0674915 ,    10.9676 ,    10.8956 ,    10.8121 ,  0.0814305 ,     5.1701 ,    5.17092 ,   0.381023 ,    0.36561 ,   0.304546 ,   0.215327 ,    2.66895 ,               
       482 ,       24.1 ,       0.05 ,      Lidar ,   -11.4548 ,    -11.333 ,    -11.393 ,  0.0674768 ,    10.9407 ,    10.9115 ,    10.8265 ,  0.0814378 ,    5.13966 ,    5.17484 ,   0.380631 ,   0.317187 ,   0.272761 ,   0.215114 ,   0.833062 ,               
       483 ,      24.15 ,       0.05 ,      Radar ,   -11.3472 ,   -11.0686 ,   -11.1342 ,   0.067473 ,    10.5111 ,    10.8503 ,    10.8394 ,  0.0813551 ,    5.19143 ,    5.17836 ,   0.380238 ,  0.0239224 ,   0.242681 ,   0.215121 ,    9.33615 ,               
       484 ,       24.2 ,       0.05 ,      Lidar ,   -10.6009 ,   -10.7793 ,   -10.8753 ,   0.067544 ,    10.6823 ,    10.8238 ,    10.8509 ,  0.0812806 ,    5.22283 ,    5.18153 ,   0.379851 , -0.0919902 ,   0.214317 ,   0.215349 ,    2.70717 ,               
       485 ,      24.25 ,       0.05 ,      Radar ,   -10.6563 ,   -10.5232 ,   -10.6161 ,  0.0676062 ,    10.8369 ,    10.8202 ,    10.8609 ,  0.0812179 ,    5.21457 ,    5.18435 ,   0.379462 ,  -0.153163 ,   0.187679 ,   0.215682 ,   0.165507 ,               
       486 ,       24.3 ,       0.05 ,      Lidar ,   -10.4142 ,   -10.2878 ,   -10.3569 ,  0.0676094 ,    10.8747 ,    10.8169 ,    10.8697 ,  0.0811697 ,    5.18089 ,    5.18687 ,   0.379073 ,  -0.209149 ,   0.162776 ,   0.216119 ,    1.01551 ,               
       487 ,      24.35 ,       0.05 ,      Radar ,   -9.90413 ,   -10.0382 ,   -10.0976 ,  0.0675935 ,    11.2255 ,    10.8691 ,    10.8772 ,  0.0810873 ,    5.13783 ,     5.1891 ,   0.378691 , -0.0721377 ,   0.139618 ,    0.21611 ,    6.72856 ,               
       488 ,       24.4 ,       0.05 ,      Lidar ,   -9.83445 ,   -9.77885 ,   -9.83809 ,  0.0675774 ,    11.1032 ,    10.9131 ,    10.8837 ,  0.0810153 ,    5.15205 ,    5.19106 ,   0.378308 , -0.0329482 ,   0.118212 ,   0.215997 ,    2.14952 ,               
       489 ,      24.45 ,       0.05 ,      Radar ,    -10.195 ,   -9.54447 ,   -9.57852 ,   0.067526 ,    10.3498 ,    10.8971 ,    10.8891 ,  0.0809334 ,    5.11231 ,    5.19278 ,   0.377939 ,  -0.093337 ,  0.0985664 ,   0.215951 ,     4.0358 ,               
       490 ,       24.5 ,       0.05 ,      Lidar ,    -9.3066 ,   -9.28492 ,   -9.31887 ,  0.0674746 ,    11.0348 ,    10.9207 ,    10.8936 ,  0.0808603 ,    5.12371 ,    5.19428 ,   0.377567 , -0.0856899 ,  0.0806865 ,   0.215861 ,   0.743752 ,               
       491 ,      24.55 ,       0.05 ,      Radar ,    -9.2226 ,   -9.03711 ,   -9.05915 ,  0.0674133 ,    10.3527 ,    10.9034 ,    10.8972 ,  0.0807785 ,    5.10017 ,    5.19557 ,   0.377208 ,   -0.13197 ,  0.0645787 ,   0.215824 ,    2.70425 ,               
       492 ,       24.6 ,       0.05 ,      Lidar ,   -8.78899 ,   -8.77464 ,   -8.79937 ,  0.0673541 ,    11.0707 ,    10.9317 ,    10.9001 ,  0.0807091 ,    5.11751 ,    5.19667 ,   0.376842 ,  -0.108902 ,   0.050248 ,   0.215724 ,    1.08432 ,               
       493 ,      24.65 ,       0.05 ,      Radar ,   -8.83914 ,   -8.53184 ,   -8.53953 ,  0.0672868 ,    10.0319 ,    10.8924 ,    10.9023 ,  0.0806286 ,    5.08792 ,    5.19759 ,   0.376493 ,  -0.200263 ,  0.0376992 ,   0.215771 ,    6.39452 ,               
       494 ,       24.7 ,       0.05 ,      Lidar ,   -8.62045 ,   -8.35583 ,   -8.27965 ,  0.0673059 ,    10.6577 ,    10.8191 ,    10.9039 ,  0.0806372 ,    4.96362 ,    5.19835 ,    0.37626 ,  -0.353063 ,  0.0269359 ,   0.216229 ,    5.63683 ,               
       495 ,      24.75 ,       0.05 ,      Radar ,   -7.91543 ,   -8.10383 ,   -8.01974 ,   0.067344 ,    11.1157 ,    10.8318 ,     10.905 ,   0.080623 ,    4.96032 ,    5.19896 ,   0.376034 ,  -0.311368 ,  0.0179617 ,   0.216516 ,    1.62231 ,               
       496 ,       24.8 ,       0.05 ,      Lidar ,   -7.51971 ,   -7.78054 ,   -7.75979 ,  0.0672826 ,    11.0005 ,    10.8686 ,    10.9057 ,  0.0805591 ,    5.07343 ,    5.19942 ,   0.375698 ,  -0.252035 ,  0.0107791 ,   0.216619 ,    4.98359 ,               
       497 ,      24.85 ,       0.05 ,      Radar ,   -7.25987 ,   -7.51892 ,   -7.49981 ,  0.0672205 ,    10.6458 ,    10.8692 ,    10.9061 ,  0.0804951 ,    5.07062 ,    5.19975 ,   0.375365 ,  -0.219646 , 0.00539029 ,   0.216637 ,    2.32282 ,               
       498 ,       24.9 ,       0.05 ,      Lidar ,   -7.15631 ,   -7.24585 ,   -7.23983 ,  0.0671537 ,     10.815 ,    10.8545 ,    10.9063 ,  0.0804479 ,    5.09541 ,    5.19994 ,   0.375018 ,  -0.252736 , 0.00179692 ,   0.216719 ,   0.509479 ,               
