     count ,    time(s) ,      dt(s) ,       type ,    meas_px ,     est_px ,      gt_px ,    RMSE_px ,    meas_py ,     est_py ,      gt_py ,    RMSE_py ,     est_vx ,      gt_vx ,    RMSE_vx ,     est_vy ,      gt_vy ,    RMSE_vy ,        NIS ,               
       184 ,        9.2 ,       0.05 ,      Lidar ,    5.69089 ,    5.56431 ,    5.67472 ,  0.0616657 ,    19.5755 ,    19.4978 ,    19.5577 ,  0.0878428 ,   -4.29637 ,   -4.29114 ,   0.576549 ,   -2.60413 ,    -2.5418 ,    0.29827 ,    1.20427 ,               
       185 ,       9.25 ,       0.05 ,      Radar ,     5.9506 ,     5.3629 ,    5.46145 ,  0.0619227 ,    18.9859 ,    19.3491 ,    19.4284 ,  0.0877993 ,   -4.20872 ,   -4.24359 ,   0.575003 ,   -2.73674 ,   -2.62995 ,    0.29757 ,    1.69615 ,               
       186 ,        9.3 ,       0.05 ,      Lidar ,    5.17021 ,    5.14759 ,    5.25059 ,  0.0622146 ,    19.4397 ,    19.2479 ,    19.2948 ,  0.0876316 ,   -4.17342 ,   -4.19488 ,   0.573466 ,    -2.7746 ,   -2.71622 ,   0.296804 ,    1.97429 ,               
       187 ,       9.35 ,       0.05 ,      Radar ,    5.87397 ,    4.95562 ,    5.04219 ,  0.0623693 ,     19.301 ,     19.135 ,     19.157 ,  0.0874129 ,   -4.09931 ,    -4.1451 ,   0.571948 ,   -2.79396 ,   -2.80059 ,   0.296014 ,    4.66608 ,               
       188 ,        9.4 ,       0.05 ,      Lidar ,    4.89149 ,    4.78757 ,     4.8363 ,   0.062305 ,     18.982 ,    18.9851 ,     19.015 ,  0.0872084 ,   -3.97757 ,   -4.09432 ,   0.570496 ,   -2.89878 ,   -2.88305 ,   0.295232 ,   0.644432 ,               
       189 ,       9.45 ,       0.05 ,      Radar ,    3.98679 ,    4.57966 ,    4.63297 ,   0.062261 ,    19.0452 ,    18.8356 ,    18.8689 ,  0.0870122 ,   -3.92717 ,   -4.04263 ,   0.569055 ,   -3.01025 ,   -2.96359 ,   0.294473 ,    1.48756 ,               
       190 ,        9.5 ,       0.05 ,      Lidar ,     4.4685 ,     4.3995 ,    4.43224 ,   0.062143 ,     18.834 ,    18.7042 ,    18.7188 ,  0.0867906 ,   -3.84585 ,   -3.99012 ,   0.567659 ,   -3.06767 ,    -3.0422 ,   0.293707 ,     1.1265 ,               
       191 ,       9.55 ,       0.05 ,      Radar ,    4.69245 ,     4.2168 ,    4.23416 ,  0.0619936 ,    18.4634 ,    18.5614 ,    18.5648 ,  0.0865647 ,   -3.76987 ,   -3.93685 ,   0.566307 ,   -3.10497 ,   -3.11888 ,   0.292943 ,      1.384 ,               
       192 ,        9.6 ,       0.05 ,      Lidar ,    4.26269 ,    4.08622 ,    4.03876 ,  0.0619271 ,     18.481 ,    18.4067 ,    18.4071 ,  0.0863401 ,   -3.61171 ,   -3.88293 ,   0.565175 ,   -3.18734 ,   -3.19362 ,   0.292184 ,    2.07705 ,               
       193 ,       9.65 ,       0.05 ,      Radar ,    3.42434 ,     3.9008 ,    3.84606 ,  0.0618922 ,    18.8357 ,     18.236 ,    18.2457 ,  0.0861201 ,   -3.54317 ,   -3.82841 ,   0.564089 ,    -3.3509 ,   -3.26644 ,   0.291493 ,    7.24757 ,               
       194 ,        9.7 ,       0.05 ,      Lidar ,    3.45919 ,    3.65255 ,    3.65611 ,  0.0617338 ,     18.167 ,     18.094 ,    18.0807 ,  0.0859043 ,     -3.598 ,   -3.77339 ,   0.562781 ,   -3.38782 ,   -3.33732 ,   0.290767 ,    2.61661 ,               
       195 ,       9.75 ,       0.05 ,      Radar ,     4.3011 ,    3.48931 ,    3.46891 ,  0.0615934 ,    17.9267 ,    17.9422 ,    17.9122 ,  0.0857117 ,   -3.50859 ,   -3.71795 ,   0.561542 ,   -3.40415 ,   -3.40627 ,   0.290024 ,     3.3741 ,               
       196 ,        9.8 ,       0.05 ,      Lidar ,    3.12525 ,    3.26677 ,    3.28449 ,  0.0614498 ,    17.7493 ,    17.7748 ,    17.7402 ,  0.0855294 ,   -3.51836 ,   -3.66215 ,   0.560209 ,   -3.46705 ,   -3.47331 ,   0.289287 ,    1.22252 ,               
       197 ,       9.85 ,       0.05 ,      Radar ,    2.65664 ,    3.08695 ,    3.10287 ,  0.0613049 ,     17.888 ,    17.5924 ,     17.565 ,  0.0853352 ,   -3.44691 ,   -3.60609 ,   0.558907 ,   -3.59064 ,   -3.53844 ,    0.28858 ,    2.42303 ,               
       198 ,        9.9 ,       0.05 ,      Lidar ,     2.9449 ,    2.90784 ,    2.92405 ,  0.0611614 ,    17.8154 ,    17.4739 ,    17.3866 ,  0.0853451 ,   -3.41559 ,   -3.54982 ,   0.557582 ,   -3.57084 ,   -3.60167 ,   0.287862 ,    6.18047 ,               
       199 ,       9.95 ,       0.05 ,      Radar ,    3.26647 ,    2.76165 ,    2.74805 ,  0.0610159 ,    17.0897 ,      17.26 ,    17.2051 ,    0.08522 ,   -3.27692 ,   -3.49344 ,   0.556397 ,   -3.74796 ,   -3.66302 ,   0.287204 ,    3.26672 ,               
       200 ,         10 ,       0.05 ,      Lidar ,    2.55407 ,    2.58712 ,    2.57486 ,  0.0608701 ,    17.0853 ,     17.075 ,    17.0205 ,  0.0850946 ,   -3.21626 ,     -3.437 ,    0.55523 ,   -3.81376 ,   -3.72251 ,   0.286561 ,  0.0740466 ,               
       201 ,      10.05 ,       0.05 ,      Radar ,    2.55039 ,    2.42489 ,     2.4045 ,  0.0607362 ,    16.8884 ,    16.9069 ,     16.833 ,  0.0850427 ,   -3.15482 ,   -3.38059 ,   0.554081 ,    -3.7984 ,   -3.78014 ,   0.285854 ,    1.98676 ,               
       202 ,       10.1 ,       0.05 ,      Lidar ,    2.25371 ,    2.26059 ,    2.23695 ,  0.0606091 ,    16.8334 ,    16.7344 ,    16.6427 ,  0.0850767 ,    -3.0988 ,   -3.32428 ,   0.552941 ,   -3.83605 ,   -3.83595 ,   0.285149 ,   0.523373 ,               
       203 ,      10.15 ,       0.05 ,      Radar ,    1.57735 ,    2.08945 ,    2.07221 ,  0.0604724 ,    16.0489 ,    16.5381 ,    16.4497 ,  0.0850934 ,   -3.05356 ,   -3.26812 ,   0.551789 ,   -3.86851 ,   -3.88995 ,   0.284453 ,    5.03907 ,               
       204 ,       10.2 ,       0.05 ,      Lidar ,    1.88972 ,    1.93387 ,    1.91027 ,  0.0603473 ,    16.1054 ,    16.3086 ,     16.254 ,  0.0849714 ,   -2.96734 ,   -3.21219 ,   0.550707 ,   -3.97733 ,   -3.94216 ,   0.283769 ,    2.24562 ,               
       205 ,      10.25 ,       0.05 ,      Radar ,    1.74362 ,    1.77971 ,    1.75112 ,  0.0602336 ,    16.2687 ,    16.1312 ,    16.0557 ,  0.0849279 ,   -2.91638 ,   -3.15656 ,   0.549624 ,   -3.96918 ,   -3.99261 ,   0.283084 ,    1.15351 ,               
       206 ,       10.3 ,       0.05 ,      Lidar ,    1.44745 ,    1.57854 ,    1.59474 ,  0.0600984 ,    16.0853 ,    15.9614 ,    15.8549 ,  0.0850451 ,   -2.95719 ,   -3.10129 ,   0.548386 ,   -3.97424 ,   -4.04132 ,   0.282438 ,    1.94497 ,               
       207 ,      10.35 ,       0.05 ,      Radar ,     1.6097 ,    1.44875 ,    1.44111 ,  0.0599561 ,    15.5526 ,    15.7327 ,    15.6517 ,  0.0850258 ,   -2.83393 ,   -3.04644 ,   0.547265 ,   -4.11242 ,   -4.08832 ,   0.281763 ,    1.88368 ,               
       208 ,       10.4 ,       0.05 ,      Lidar ,    1.18395 ,    1.27741 ,    1.29021 ,  0.0598191 ,    15.4284 ,    15.5152 ,    15.4463 ,   0.084956 ,   -2.80758 ,   -2.99207 ,   0.546103 ,   -4.17728 ,   -4.13364 ,   0.281105 ,    0.89618 ,               
       209 ,      10.45 ,       0.05 ,      Radar ,   0.828993 ,    1.12425 ,    1.14201 ,  0.0596891 ,     15.528 ,    15.3217 ,    15.2386 ,  0.0849472 ,   -2.76646 ,   -2.93825 ,    0.54493 ,    -4.1902 ,    -4.1773 ,   0.280436 ,    1.04301 ,               
       210 ,       10.5 ,       0.05 ,      Lidar ,   0.722706 ,   0.916686 ,   0.996486 ,  0.0598003 ,    15.0075 ,    15.1036 ,    15.0288 ,   0.084902 ,   -2.82014 ,   -2.88503 ,   0.543656 ,    -4.2392 ,   -4.21933 ,   0.279774 ,    2.72877 ,               
       211 ,      10.55 ,       0.05 ,      Radar ,    1.03147 ,   0.774125 ,   0.853604 ,  0.0599083 ,    15.2134 ,    14.9215 ,    14.8169 ,  0.0850061 ,   -2.77648 ,   -2.83246 ,   0.542385 ,   -4.20293 ,   -4.25977 ,   0.279141 ,    2.63043 ,               
       212 ,       10.6 ,       0.05 ,      Lidar ,   0.737301 ,   0.665364 ,    0.71333 ,  0.0598578 ,    14.7047 ,    14.7069 ,     14.603 ,   0.085105 ,   -2.65426 ,   -2.78061 ,    0.54118 ,   -4.25603 ,   -4.29864 ,     0.2785 ,   0.321136 ,               
       213 ,      10.65 ,       0.05 ,      Radar ,   0.722177 ,   0.551499 ,   0.575628 ,  0.0597406 ,    14.2445 ,    14.4677 ,    14.3872 ,  0.0850841 ,   -2.53223 ,   -2.72952 ,   0.540082 ,    -4.3687 ,   -4.33598 ,   0.277858 ,     1.6084 ,               
       214 ,       10.7 ,       0.05 ,      Lidar ,   0.253435 ,   0.379126 ,   0.440459 ,  0.0597481 ,    14.2029 ,    14.2459 ,    14.1696 ,  0.0850456 ,   -2.54497 ,   -2.67925 ,   0.538903 ,   -4.41075 ,   -4.37181 ,   0.277223 ,    1.05608 ,               
       215 ,      10.75 ,       0.05 ,      Radar , -0.0328023 ,   0.257015 ,   0.307779 ,  0.0597096 ,    13.9604 ,    13.9963 ,    13.9502 ,  0.0849064 ,   -2.43587 ,   -2.62984 ,   0.537816 ,   -4.54946 ,   -4.40617 ,   0.276753 ,    3.17789 ,               
       216 ,       10.8 ,       0.05 ,      Lidar ,   0.459172 ,   0.230259 ,   0.177545 ,  0.0596793 ,    13.6856 ,    13.7489 ,    13.7292 ,  0.0847212 ,   -2.16363 ,   -2.58135 ,   0.537324 ,   -4.62218 ,   -4.43909 ,   0.276394 ,    3.50681 ,               
       217 ,      10.85 ,       0.05 ,      Radar ,  0.0524412 ,   0.126141 ,  0.0497099 ,  0.0597668 ,    13.6377 ,    13.5069 ,    13.5065 ,  0.0845267 ,   -2.05492 ,   -2.53381 ,    0.53707 ,   -4.71048 ,   -4.47061 ,   0.276237 ,    1.14009 ,               
       218 ,       10.9 ,       0.05 ,      Lidar ,  -0.190344 ,  -0.036268 , -0.0757753 ,  0.0596899 ,    13.2856 ,     13.277 ,    13.2823 ,  0.0843342 ,   -2.08395 ,   -2.48728 ,   0.536536 ,   -4.74226 ,   -4.50075 ,   0.276089 ,    1.48606 ,               
       219 ,      10.95 ,       0.05 ,      Radar ,  -0.275043 ,  -0.152067 ,  -0.198962 ,   0.059638 ,    13.1456 ,    13.0575 ,    13.0566 ,  0.0841424 ,    -2.0363 ,   -2.44179 ,   0.536012 ,    -4.7264 ,   -4.52955 ,    0.27578 ,    1.00658 ,               
       220 ,         11 ,       0.05 ,      Lidar ,  0.0462308 ,  -0.167788 ,  -0.319903 ,  0.0603763 ,    12.9301 ,    12.8313 ,    12.8295 ,  0.0839519 ,   -1.78678 ,   -2.39739 ,   0.536373 ,   -4.74997 ,   -4.55704 ,   0.275461 ,    3.31508 ,               
       221 ,      11.05 ,       0.05 ,      Radar ,  -0.684792 ,  -0.283768 ,  -0.438654 ,  0.0611305 ,    12.3563 ,    12.6049 ,    12.6011 ,   0.083763 ,   -1.76439 ,   -2.35412 ,   0.536626 ,   -4.72765 ,   -4.58326 ,   0.275011 ,    3.48017 ,               
       222 ,       11.1 ,       0.05 ,      Lidar ,  -0.476482 ,  -0.400485 ,  -0.555273 ,  0.0618678 ,    12.3633 ,    12.3688 ,    12.3714 ,  0.0835751 ,   -1.73721 ,   -2.31202 ,   0.536803 ,   -4.75843 ,   -4.60823 ,   0.274578 ,   0.361613 ,               
       223 ,      11.15 ,       0.05 ,      Radar ,  -0.972122 ,  -0.519975 ,  -0.669818 ,  0.0625362 ,    12.5207 ,    12.1591 ,    12.1404 ,  0.0833977 ,   -1.73865 ,   -2.27111 ,   0.536784 ,    -4.7242 ,   -4.63198 ,   0.274034 ,    3.89786 ,               
       224 ,       11.2 ,       0.05 ,      Lidar ,  -0.582624 ,  -0.599871 ,   -0.78235 ,  0.0635719 ,    12.0386 ,    11.9388 ,    11.9083 ,  0.0832369 ,   -1.65439 ,   -2.23144 ,   0.536969 ,   -4.73214 ,   -4.65456 ,   0.273473 ,   0.532009 ,               
       225 ,      11.25 ,       0.05 ,      Radar ,   -1.26757 ,  -0.720676 ,  -0.892931 ,  0.0644577 ,    11.6495 ,    11.7105 ,    11.6751 ,  0.0830859 ,     -1.664 ,   -2.19304 ,   0.536934 ,   -4.72756 ,   -4.67598 ,   0.272889 ,    2.94772 ,               
       226 ,       11.3 ,       0.05 ,      Lidar ,   -1.17212 ,  -0.907431 ,   -1.00163 ,  0.0646187 ,    11.3988 ,    11.4665 ,    11.4409 ,  0.0829201 ,   -1.80196 ,   -2.15594 ,   0.536265 ,   -4.75279 ,   -4.69628 ,   0.272313 ,    4.57968 ,               
       227 ,      11.35 ,       0.05 ,      Radar ,  -0.891441 ,   -1.00713 ,    -1.1085 ,  0.0648254 ,     10.959 ,    11.2408 ,    11.2057 ,  0.0827708 ,   -1.78318 ,   -2.12017 ,   0.535553 ,   -4.70819 ,   -4.71549 ,   0.271716 ,    3.27811 ,               
       228 ,       11.4 ,       0.05 ,      Lidar ,   -1.39289 ,   -1.17945 ,   -1.21362 ,  0.0647231 ,    11.0424 ,    11.0123 ,    10.9695 ,  0.0826383 ,   -1.89853 ,   -2.08575 ,   0.534526 ,   -4.70863 ,   -4.73364 ,   0.271127 ,    2.87743 ,               
       229 ,      11.45 ,       0.05 ,      Radar ,   -1.29894 ,   -1.26202 ,   -1.31706 ,  0.0646842 ,    10.9012 ,    10.7684 ,    10.7324 ,  0.0824925 ,   -1.81075 ,   -2.05273 ,   0.533601 ,   -4.77064 ,   -4.75075 ,    0.27054 ,   0.969934 ,               
       230 ,       11.5 ,       0.05 ,      Lidar ,   -1.49687 ,   -1.39132 ,   -1.41889 ,  0.0645695 ,    10.4198 ,    10.5144 ,    10.4945 ,  0.0823241 ,   -1.83522 ,   -2.02111 ,   0.532585 ,    -4.8056 ,   -4.76686 ,   0.269966 ,    1.14477 ,               
       231 ,      11.55 ,       0.05 ,      Radar ,   -1.59293 ,     -1.479 ,   -1.51917 ,  0.0644841 ,    10.0212 ,    10.2541 ,    10.2559 ,  0.0821466 ,     -1.762 ,   -1.99093 ,   0.531649 ,   -4.87492 ,   -4.78198 ,   0.269452 ,    1.29773 ,               
       232 ,       11.6 ,       0.05 ,      Lidar ,   -1.61875 ,   -1.58025 ,   -1.61797 ,   0.064393 ,    10.2374 ,    10.0425 ,    10.0165 ,  0.0819878 ,   -1.74427 ,   -1.96221 ,   0.530699 ,   -4.85171 ,   -4.79615 ,   0.268898 ,    2.05916 ,               
       233 ,      11.65 ,       0.05 ,      Radar ,   -1.59702 ,   -1.66818 ,   -1.71539 ,  0.0643294 ,    9.96554 ,    9.81303 ,    9.77637 ,  0.0818475 ,   -1.70706 ,   -1.93498 ,   0.529773 ,   -4.83649 ,   -4.80939 ,   0.268329 ,   0.578306 ,               
       234 ,       11.7 ,       0.05 ,      Lidar ,   -1.73381 ,   -1.74688 ,   -1.81147 ,  0.0643305 ,    9.71347 ,    9.59144 ,    9.53564 ,  0.0817543 ,   -1.65006 ,   -1.90924 ,   0.528915 ,   -4.82816 ,   -4.82172 ,   0.267757 ,   0.783361 ,               
       235 ,      11.75 ,       0.05 ,      Radar ,   -2.27191 ,   -1.85474 ,   -1.90631 ,  0.0642818 ,    9.37316 ,    9.34137 ,    9.29431 ,  0.0816384 ,   -1.64207 ,   -1.88502 ,    0.52803 ,   -4.87561 ,   -4.83316 ,   0.267204 ,    2.63711 ,               
       236 ,       11.8 ,       0.05 ,      Lidar ,   -1.93833 ,   -1.93821 ,   -1.99998 ,  0.0642714 ,    8.77028 ,    9.05047 ,    9.05243 ,  0.0814661 ,    -1.5877 ,   -1.86233 ,   0.527217 ,   -4.95191 ,   -4.84374 ,   0.266732 ,    4.07367 ,               
       237 ,      11.85 ,       0.05 ,      Radar ,   -1.96565 ,   -2.02366 ,   -2.09256 ,  0.0642915 ,    9.13274 ,    8.82718 ,    8.81003 ,  0.0813023 ,   -1.57193 ,    -1.8412 ,   0.526398 ,   -4.90906 ,   -4.85347 ,   0.266196 ,    1.90201 ,               
       238 ,       11.9 ,       0.05 ,      Lidar ,    -2.1768 ,   -2.12105 ,   -2.18412 ,  0.0642865 ,     8.5411 ,    8.57511 ,    8.56717 ,  0.0811337 ,   -1.56442 ,   -1.82164 ,   0.525559 ,   -4.93188 ,   -4.86238 ,   0.265676 ,   0.248837 ,               
       239 ,      11.95 ,       0.05 ,      Radar ,   -2.65862 ,   -2.24572 ,   -2.27474 ,  0.0641797 ,    8.19477 ,    8.32283 ,    8.32388 ,  0.0809645 ,   -1.61991 ,   -1.80365 ,   0.524597 ,   -4.94605 ,   -4.87047 ,   0.265167 ,    3.13506 ,               
       240 ,         12 ,       0.05 ,      Lidar ,   -2.21875 ,   -2.29782 ,    -2.3645 ,  0.0641903 ,    8.15339 ,    8.08788 ,     8.0802 ,  0.0807979 ,   -1.52365 ,   -1.78726 ,   0.523782 ,   -4.94386 ,   -4.87778 ,    0.26465 ,   0.602875 ,               
       241 ,      12.05 ,       0.05 ,      Radar ,     -2.273 ,   -2.36338 ,   -2.45348 ,  0.0643189 ,    8.52315 ,    7.87395 ,    7.83617 ,  0.0806674 ,    -1.4746 ,   -1.77248 ,    0.52305 ,   -4.90182 ,    -4.8843 ,   0.264106 ,    5.48272 ,               
       242 ,       12.1 ,       0.05 ,      Lidar ,   -2.59674 ,    -2.4758 ,   -2.54177 ,  0.0643258 ,    7.60288 ,    7.62289 ,    7.59184 ,  0.0805258 ,   -1.51307 ,   -1.75931 ,   0.522211 ,   -4.92223 ,   -4.89006 ,    0.26357 ,   0.886623 ,               
       243 ,      12.15 ,       0.05 ,      Radar ,   -3.08256 ,   -2.63312 ,   -2.62944 ,  0.0641943 ,    7.38874 ,    7.38953 ,    7.34723 ,  0.0804063 ,   -1.68027 ,   -1.74777 ,   0.521158 ,   -4.86561 ,   -4.89507 ,   0.263036 ,    6.42143 ,               
       244 ,       12.2 ,       0.05 ,      Lidar ,   -2.79865 ,   -2.73716 ,   -2.71658 ,  0.0640766 ,      7.064 ,    7.13297 ,    7.10238 ,  0.0802658 ,   -1.69715 ,   -1.73786 ,     0.5201 ,   -4.88977 ,   -4.89933 ,   0.262499 ,   0.476503 ,               
       245 ,      12.25 ,       0.05 ,      Radar ,   -2.79412 ,   -2.80304 ,   -2.80326 ,  0.0639462 ,    7.20818 ,    6.89847 ,    6.85734 ,  0.0801454 ,   -1.62678 ,   -1.72958 ,   0.519083 ,   -4.89854 ,   -4.90286 ,   0.261965 ,    1.42523 ,               
       246 ,       12.3 ,       0.05 ,      Lidar ,   -2.74651 ,   -2.84953 ,   -2.88957 ,  0.0638675 ,    6.86867 ,    6.68772 ,    6.61214 ,  0.0801275 ,   -1.53589 ,   -1.72295 ,   0.518168 ,   -4.86212 ,   -4.90566 ,   0.261449 ,    2.35853 ,               
       247 ,      12.35 ,       0.05 ,      Radar ,   -2.57673 ,   -2.91675 ,   -2.97559 ,   0.063848 ,    6.36755 ,    6.46416 ,    6.36681 ,  0.0802043 ,   -1.52813 ,   -1.71797 ,   0.517263 ,   -4.80256 ,   -4.90774 ,   0.261007 ,    4.26628 ,               
       248 ,       12.4 ,       0.05 ,      Lidar ,   -2.90217 ,   -2.97307 ,    -3.0614 ,  0.0639651 ,    6.22989 ,    6.22641 ,    6.12139 ,  0.0803193 ,   -1.46701 ,   -1.71464 ,   0.516461 ,   -4.80543 ,   -4.90911 ,   0.260565 ,   0.285886 ,               
       249 ,      12.45 ,       0.05 ,      Radar ,   -3.50172 ,   -3.08996 ,   -3.14709 ,  0.0639392 ,    6.10796 ,    5.98045 ,    5.87592 ,  0.0804307 ,   -1.52759 ,   -1.71297 ,   0.515561 ,   -4.82493 ,   -4.90976 ,   0.260099 ,    3.52593 ,               
       250 ,       12.5 ,       0.05 ,      Lidar ,    -3.1778 ,   -3.17175 ,   -3.23274 ,  0.0639277 ,    5.53101 ,    5.70735 ,    5.63043 ,   0.080417 ,   -1.51576 ,   -1.71295 ,   0.514683 ,   -4.87375 ,    -4.9097 ,    0.25959 ,    1.63503 ,               
       251 ,      12.55 ,       0.05 ,      Radar ,   -3.19736 ,   -3.28051 ,   -3.31843 ,  0.0638455 ,    5.19093 ,    5.46076 ,    5.38496 ,  0.0803991 ,    -1.5994 ,   -1.71458 ,   0.513712 ,   -4.84872 ,   -4.90893 ,   0.259102 ,    2.61629 ,               
       252 ,       12.6 ,       0.05 ,      Lidar ,   -3.43031 ,   -3.37562 ,   -3.40424 ,  0.0637446 ,    5.10507 ,    5.19987 ,    5.13955 ,  0.0803297 ,   -1.61599 ,   -1.71787 ,   0.512736 ,   -4.87846 ,   -4.90745 ,   0.258596 ,   0.647915 ,               
       253 ,      12.65 ,       0.05 ,      Radar ,    -3.4281 ,    -3.4463 ,   -3.49026 ,  0.0636787 ,    4.94644 ,    4.95412 ,    4.89422 ,  0.0802594 ,   -1.57411 ,   -1.72281 ,   0.511811 ,   -4.89297 ,   -4.90525 ,   0.258088 ,   0.104255 ,               
       254 ,       12.7 ,       0.05 ,      Lidar ,   -3.69435 ,   -3.55835 ,   -3.57657 ,   0.063564 ,    4.52196 ,    4.67805 ,    4.64902 ,  0.0801225 ,    -1.6237 ,   -1.72939 ,   0.510849 ,   -4.94327 ,   -4.90233 ,   0.257594 ,     2.3268 ,               
       255 ,      12.75 ,       0.05 ,      Radar ,   -3.50501 ,   -3.66829 ,   -3.66325 ,  0.0634405 ,    4.17643 ,    4.42557 ,    4.40398 ,  0.0799773 ,   -1.71336 ,   -1.73763 ,   0.509853 ,   -4.92231 ,   -4.89868 ,   0.257094 ,     2.5875 ,               
       256 ,       12.8 ,       0.05 ,      Lidar ,   -4.00238 ,    -3.7982 ,   -3.75039 ,  0.0633871 ,    4.04684 ,    4.15619 ,    4.15913 ,  0.0798217 ,   -1.79437 ,   -1.74749 ,   0.508868 ,   -4.95905 ,    -4.8943 ,   0.256626 ,    2.90046 ,               
       257 ,      12.85 ,       0.05 ,      Radar ,   -4.06447 ,   -3.88222 ,   -3.83806 ,  0.0633239 ,    4.10977 ,    3.91519 ,    3.91452 ,  0.0796669 ,   -1.76371 ,   -1.75899 ,   0.507881 ,   -4.96187 ,   -4.88918 ,   0.256168 ,    1.02997 ,               
       258 ,       12.9 ,       0.05 ,      Lidar ,   -3.88053 ,   -3.95525 ,   -3.92635 ,   0.063227 ,    3.75177 ,    3.68111 ,    3.67019 ,  0.0795159 ,   -1.73288 ,   -1.77212 ,   0.506906 ,   -4.94155 ,    -4.8833 ,   0.255698 ,   0.563737 ,               
